train loss:0.00034231813030298025,evaluation loss:0.00031538026523776353
train loss:0.0004213140079324755,evaluation loss:0.0003128340462959992
train loss:0.0004470636301751559,evaluation loss:0.0004085131649238368
train loss:0.000907957631109942,evaluation loss:0.0004101574304513633
train loss:0.0003900150884874165,evaluation loss:0.0003450829152522298
train loss:0.00036469922039638426,evaluation loss:0.00030970732720258333
train loss:0.0004631781310308725,evaluation loss:0.00042099156610978146
train loss:0.0005047853965758502,evaluation loss:0.0003409383003599942
train loss:0.0003465620933032672,evaluation loss:0.00035224307115034513
train loss:0.00038974124496841495,evaluation loss:0.00034462434026257444
