train loss:0.0005496651928600234,evaluation loss:0.00047509350988548247
train loss:0.0004698448666507223,evaluation loss:0.0005274325492791831
train loss:0.0006217658608269024,evaluation loss:0.0003315056984623273
train loss:0.0005735244011399724,evaluation loss:0.0004065176161626975
train loss:0.00038020100279633574,evaluation loss:0.0003572793376709645
train loss:0.000378660786736873,evaluation loss:0.00036475527352498226
train loss:0.00038804479069464527,evaluation loss:0.00031978195571961504
train loss:0.0003933082064274155,evaluation loss:0.00032454908068757504
train loss:0.0003942555387766333,evaluation loss:0.0006554148906919485
train loss:0.0007108052440647346,evaluation loss:0.00043381844006944447
