train loss:0.0005106455343290387,evaluation loss:0.00039790972562817235
train loss:0.0005137294213151714,evaluation loss:0.0005051982579364751
train loss:0.0006982907484295235,evaluation loss:0.0004258817236404866
train loss:0.0009486655188084114,evaluation loss:0.00044344873652638246
train loss:0.00048270383740600664,evaluation loss:0.0004185797093668953
train loss:0.0007982275246225375,evaluation loss:0.0017890828933256368
train loss:0.0009910912912649414,evaluation loss:0.0005773916927864775
train loss:0.0005277579394411684,evaluation loss:0.00044784965672685454
train loss:0.0004901775413600262,evaluation loss:0.0005804455538357919
train loss:0.0004745178447289315,evaluation loss:0.00038272155992065865
train loss:0.0004536752957695474,evaluation loss:0.0004360163283611958
train loss:0.00045900811625566954,evaluation loss:0.0005834162157649796
train loss:0.00045407583711494227,evaluation loss:0.0005204144836170599
train loss:0.000524946744068681,evaluation loss:0.00037542149560370794
train loss:0.0004941040933772456,evaluation loss:0.0004305923769910199
train loss:0.0004887733801297145,evaluation loss:0.0005088234708334008
train loss:0.0005032771883027938,evaluation loss:0.0005092542259565864
train loss:0.0005478761723982946,evaluation loss:0.0003947966082099204
train loss:0.00041541362237088226,evaluation loss:0.0004956722589364896
train loss:0.0009010362204814252,evaluation loss:0.0004231721453834325
train loss:0.000428687045374924,evaluation loss:0.00035441358049865813
train loss:0.00044379258300371777,evaluation loss:0.0004775509655398006
train loss:0.0006154986530115518,evaluation loss:0.0003544290637364611
train loss:0.0005631217116994473,evaluation loss:0.0005169170937733725
train loss:0.0004966107939253561,evaluation loss:0.0005345915046442921
train loss:0.00043114999983420905,evaluation loss:0.0003781324039058139
train loss:0.0005599295899931651,evaluation loss:0.00036342381063150244
train loss:0.0010566403378713099,evaluation loss:0.0004980225067508097
train loss:0.00045967861345464677,evaluation loss:0.0005266894353553653
train loss:0.0005375788454936507,evaluation loss:0.0005198286933591589
train loss:0.0004337792831696182,evaluation loss:0.00042457418652096143
train loss:0.0011229267888362908,evaluation loss:0.005530744585363815
train loss:0.0014270731851866003,evaluation loss:0.00046181775202664235
train loss:0.00047691337422293143,evaluation loss:0.0005298503868592282
train loss:0.0004420227287482703,evaluation loss:0.0005241073473977546
train loss:0.0004310876924137119,evaluation loss:0.0005284310211815561
train loss:0.0004197784894737803,evaluation loss:0.0005180926964385435
train loss:0.0004799040865085165,evaluation loss:0.0003731307816148425
train loss:0.0004805875124778443,evaluation loss:0.00044194144235613447
train loss:0.00044217043177923187,evaluation loss:0.0004143175804832329
train loss:0.0006062548988362929,evaluation loss:0.000357992596400436
train loss:0.00041731917178064275,evaluation loss:0.0003911051278313001
train loss:0.0004207241901895031,evaluation loss:0.0003667359473183751
train loss:0.0005008618133918693,evaluation loss:0.0005272377359991273
train loss:0.000483793844008081,evaluation loss:0.0003771367356724416
train loss:0.0028301168841911323,evaluation loss:0.010216752765700221
train loss:0.002305121008006002,evaluation loss:0.00041850337875075637
train loss:0.0004423254971091713,evaluation loss:0.0004075662616135863
train loss:0.0004017735625287363,evaluation loss:0.0003894932786352001
train loss:0.0004215556207782356,evaluation loss:0.00038904435011014965
train loss:0.0003931337235068592,evaluation loss:0.00035387682776975756
train loss:0.00043015632557702097,evaluation loss:0.0004899442292905103
train loss:0.0003925163561992425,evaluation loss:0.00036971768810569
train loss:0.00044819401155109516,evaluation loss:0.0003725373923468093
train loss:0.0004906774612512284,evaluation loss:0.0004754809977991196
train loss:0.0005283431860637696,evaluation loss:0.00036712272461348526
train loss:0.00043032034882344304,evaluation loss:0.00040420549436627576
train loss:0.0004696963995229453,evaluation loss:0.00038693672492324063
train loss:0.0005598225407690431,evaluation loss:0.00036878814765562616
train loss:0.0005383742860431085,evaluation loss:0.00040818940033204854
train loss:0.000501726008830398,evaluation loss:0.0009948291602389265
train loss:0.0006901138169875291,evaluation loss:0.0005076662627592061
train loss:0.00043371722555699915,evaluation loss:0.0004986541733766596
train loss:0.0005910498772815723,evaluation loss:0.00046984278790963195
train loss:0.0004312708750755216,evaluation loss:0.0005414427481203651
train loss:0.000608886554740214,evaluation loss:0.0006802025086168821
train loss:0.0005513306129917813,evaluation loss:0.0011371438779557745
train loss:0.000573996379049883,evaluation loss:0.0004186937304136033
train loss:0.0005454535482082671,evaluation loss:0.00039566603178779286
train loss:0.000978956532344455,evaluation loss:0.00048080745812815925
